iter	Logloss
254	0.4003737065
255	0.4002742483
256	0.4001004163
257	0.3999954076
258	0.3998338266
259	0.3996394306
260	0.3994826183
261	0.399312549
262	0.3992092664
263	0.3990668026
264	0.3989705548
265	0.3989687364
266	0.3988111744
267	0.3986714088
268	0.3985943064
269	0.3985190281
270	0.3984371507
271	0.3982393698
272	0.3980660327
273	0.3979031486
274	0.3977955866
275	0.3976343139
276	0.3975147665
277	0.3973764407
278	0.397263205
279	0.3972551611
280	0.3970435582
281	0.396897882
282	0.3967630653
283	0.3966702962
284	0.3966176892
285	0.3964442204
286	0.3963526504
287	0.3961982248
288	0.396080497
289	0.3960012697
290	0.3959401617
291	0.3957612962
292	0.3956049488
293	0.3956042656
294	0.3954780401
295	0.3953460095
296	0.3952395016
297	0.3951508629
298	0.394986305
299	0.3948339999
300	0.3947129955
301	0.3945278115
302	0.3943905517
303	0.3941881358
304	0.3940047066
305	0.3938530191
306	0.3936926316
307	0.3935452264
308	0.3935420748
309	0.3934301939
310	0.393253167
311	0.3930779028
312	0.3929139822
313	0.3928012194
314	0.3926829476
315	0.3925903554
316	0.3924278998
317	0.3924033619
318	0.392290568
319	0.3921657451
320	0.3920312567
321	0.3919849109
322	0.391983651
323	0.3918107346
324	0.3917391348
325	0.3916220123
326	0.3915343654
327	0.3914041867
328	0.3912951199
329	0.3911482238
330	0.3910177886
331	0.3909183502
332	0.390809626
333	0.3906618761
334	0.3904954077
335	0.3903579274
336	0.3902699583
337	0.390146918
338	0.3899562944
339	0.3899494075
340	0.3897778357
341	0.3896648409
342	0.3895194763
343	0.3893787627
344	0.3892394169
345	0.3890696216
346	0.3889722927
347	0.3888344294
348	0.3887127641
349	0.3885549995
350	0.3883894474
351	0.3882878276
352	0.3882876991
353	0.3881213573
354	0.3880081671
355	0.3879045579
356	0.3877716974
357	0.3876372121
358	0.3874915321
359	0.3873661727
360	0.3872543202
361	0.3871809899
362	0.3870644379
363	0.3869339068
364	0.3867859571
365	0.3866346366
366	0.3864713589
367	0.3863615085
368	0.3862573805
369	0.3861120279
370	0.3859396514
371	0.3859375762
372	0.3857776091
373	0.385612675
374	0.3854885184
375	0.385379632
376	0.385227301
377	0.3851030842
378	0.3849706596
379	0.3848467411
380	0.3846969259
381	0.3845511988
382	0.3844585609
383	0.3843657031
384	0.3842759837
385	0.3841484756
386	0.3840107889
387	0.3838650514
388	0.383743589
389	0.3835804177
390	0.383453092
391	0.3833751933
392	0.3832354262
393	0.3831027759
394	0.383044945
395	0.3829369386
396	0.3827576974
397	0.3826416522
398	0.3824791813
399	0.3824787241
400	0.382353615
401	0.3822274288
402	0.3820680768
403	0.3819579857
404	0.381842931
405	0.3817490774
406	0.3816159171
407	0.3814691017
408	0.3813402535
409	0.3812281885
410	0.3811223059
411	0.3809723189
412	0.3808106851
413	0.3806675256
414	0.3805951394
415	0.3804742637
416	0.3802947882
417	0.3801701559
418	0.3800318441
419	0.3799359925
420	0.3797873408
421	0.379625487
422	0.3795067027
423	0.3794028414
424	0.3792772053
425	0.3791246478
426	0.3789931596
427	0.378802359
428	0.3786706941
429	0.378592865
430	0.3784623492
431	0.3783247822
432	0.3782330331
433	0.3781075579
434	0.3779800718
435	0.3778216005
436	0.3776695409
437	0.3775663865
438	0.3774920882
439	0.3773646936
440	0.3772504269
441	0.3771849782
442	0.3770393355
443	0.3769155829
444	0.3767621682
445	0.3766201288
446	0.3764672896
447	0.3763099442
448	0.3761812141
449	0.3760204514
450	0.3759161635
451	0.3758196993
452	0.3757006441
453	0.3755762228
454	0.3754102826
455	0.3752335003
456	0.3751682447
457	0.3750912699
458	0.3750041849
459	0.3749240664
460	0.374778097
461	0.3746280802
462	0.3744854671
463	0.3743693581
464	0.3742456153
465	0.3741823262
466	0.3740939618
467	0.373950767
468	0.3738302884
469	0.3737224743
470	0.3736262982
471	0.37351274
472	0.3733879889
473	0.3733197895
474	0.373207457
475	0.3731077342
476	0.372954918
477	0.3728255518
478	0.3727279415
479	0.3726099059
480	0.3725276732
481	0.3723904528
482	0.3723197356
483	0.3722123034
484	0.3720917637
485	0.371960089
486	0.3718864378
487	0.371771182
488	0.3716395765
489	0.3715091561
490	0.3714095635
491	0.3712866128
492	0.3711562233
493	0.3709866919
494	0.3708371957
495	0.3707261575
496	0.3706142262
497	0.3705190485
498	0.3703831066
499	0.3703070357
500	0.3701983491
501	0.3701134589
502	0.3699376024
503	0.3698445369
504	0.3697336656
505	0.3695793177
506	0.3694388373
507	0.3693396794
508	0.3692346672
509	0.3691117065
510	0.3690192024
511	0.3688817038
512	0.3687426728
513	0.368636222
514	0.3685076281
515	0.3683311209
516	0.3681744977
517	0.3680658671
518	0.3679778909
519	0.3678310266
520	0.3677108291
521	0.3675883996
522	0.3674437166
523	0.3673555837
524	0.3672556413
525	0.3671491608
526	0.3670472556
527	0.3669234912
528	0.3667748448
529	0.3666638159
530	0.3665262888
531	0.366451924
532	0.3663673988
533	0.3662494761
534	0.3661760744
535	0.3660398957
536	0.3659083481
537	0.3657829655
538	0.3656698689
539	0.365566066
540	0.3654911939
541	0.3653658886
542	0.3652543044
543	0.3651490134
544	0.3650683733
545	0.3649669451
546	0.3648112765
547	0.3647060115
548	0.3645808963
549	0.3645035877
550	0.3644022306
551	0.3642529785
552	0.3641455145
553	0.3640136167
554	0.3639099001
555	0.363795487
556	0.3637140864
557	0.3636018972
558	0.363519361
559	0.3634208323
560	0.3632907904
561	0.3631823358
562	0.3630756276
563	0.3629526492
564	0.36287031
565	0.3628021872
566	0.3627174158
567	0.3626554737
568	0.3625538559
569	0.3624580495
570	0.3623632253
571	0.3622396309
572	0.3621307819
573	0.3620576393
574	0.3619429616
575	0.3618528626
576	0.3617893391
577	0.3617098774
578	0.3616438045
579	0.3615577978
580	0.3614810291
581	0.3613651224
582	0.3612642638
583	0.3611447309
584	0.3610348199
585	0.3609560323
586	0.3608799238
587	0.3607522194
588	0.3607013309
589	0.3606242726
590	0.360547355
591	0.3604629315
592	0.3603624407
593	0.3602354852
594	0.3601346478
595	0.3600157067
596	0.3599029489
597	0.35981268
598	0.3597304534
599	0.3596440616
600	0.3595285316
601	0.3594298296
602	0.3593698677
603	0.3592970911
604	0.3591766468
605	0.3590512821
606	0.3589461918
607	0.3588487391
608	0.3587312138
609	0.3586252585
610	0.3585240262
611	0.358459807
612	0.3583633575
613	0.3582780523
614	0.3581959256
615	0.358113139
616	0.3580123353
617	0.3579155113
618	0.3578083588
619	0.3577398684
620	0.3576120707
621	0.357538018
622	0.357478431
623	0.3573623785
624	0.3572574927
625	0.357152064
626	0.3570498818
627	0.3569497869
628	0.3568511547
629	0.3567404727
630	0.3566670688
631	0.3565710987
632	0.356465012
633	0.3564044476
634	0.3562911549
635	0.3562098663
636	0.3561324762
637	0.3560736478
638	0.3559624382
639	0.3559019672
640	0.3558072724
641	0.3557173774
642	0.3556269975
643	0.3555437673
644	0.3554501159
645	0.3553533727
646	0.3552756951
647	0.3551927124
648	0.3551089905
649	0.3550206428
650	0.3549447127
651	0.3548820225
652	0.3548214322
653	0.3547404283
654	0.3546584228
655	0.3545729481
656	0.3544701584
657	0.3543742097
658	0.354316634
659	0.3542373222
660	0.3541401518
661	0.3540326878
662	0.3539435599
663	0.3538792812
664	0.3537788435
665	0.3537014048
666	0.3535772385
667	0.3534721756
668	0.35338359
669	0.3532992501
670	0.3532392983
671	0.3531658648
672	0.3531135934
673	0.353039853
674	0.3529089178
675	0.3528112491
676	0.3527148529
677	0.3526643723
678	0.3525450461
679	0.3524639567
680	0.352383609
681	0.3523211882
682	0.3522072195
683	0.3521433024
684	0.352053512
685	0.3519801673
686	0.3518847442
687	0.3517906836
688	0.3516852965
689	0.3515760819
690	0.3514908923
691	0.3513501315
692	0.3512707942
693	0.3511755181
694	0.3510827975
695	0.3509887376
696	0.350932143
697	0.3508687603
698	0.350761437
699	0.3506923546
700	0.3506097742
701	0.3505306384
702	0.3504026569
703	0.3502800421
704	0.3501986351
705	0.3501091682
706	0.350031377
707	0.3499490378
708	0.3498944313
709	0.349820898
710	0.3497696178
711	0.3497132664
712	0.3496513259
713	0.3495534196
714	0.3494723507
715	0.3494174507
716	0.3493083817
717	0.3492221898
718	0.3491480121
719	0.3490936614
720	0.3490363346
721	0.3489782256
722	0.3488623459
723	0.3487495873
724	0.3486384688
725	0.3485869395
726	0.3485118821
727	0.3484663311
728	0.3483619005
729	0.348291304
730	0.3482078101
731	0.3481579443
732	0.3480369594
733	0.3479633193
734	0.3479059208
735	0.347850382
736	0.3477818178
737	0.3477045979
738	0.347630435
739	0.3475785908
740	0.3474934106
741	0.3473714722
742	0.3472757231
743	0.3472020014
744	0.3471335663
745	0.347018387
746	0.3469781371
747	0.3469030269
748	0.3468550411
749	0.3467555819
750	0.34670473
751	0.3466263007
752	0.3465284349
753	0.3464592304
754	0.3463882319
755	0.3463346903
756	0.3462729106
757	0.346234913
758	0.3461514171
759	0.3460849134
760	0.3460334132
761	0.3459268778
762	0.3458172476
763	0.3457639678
764	0.3456900541
765	0.3456362983
766	0.3455559571
767	0.3454962826
768	0.3453950501
769	0.3453399628
770	0.3452706837
771	0.3451726386
772	0.3450890792
773	0.3450141421
774	0.3449367207
775	0.3448863825
776	0.3448167667
777	0.3447565336
778	0.3446828012
779	0.344585096
780	0.3445119412
781	0.3444441288
782	0.3443478431
783	0.3442691642
784	0.3442184089
785	0.3441155541
786	0.3440498601
787	0.3439894707
788	0.3439048863
789	0.3438430002
790	0.3437758552
791	0.3436647282
792	0.3435949775
793	0.3435230401
794	0.3434243644
795	0.3433347327
796	0.343296526
797	0.3432211648
798	0.3431130133
799	0.3430314743
800	0.342946176
801	0.3428547576
802	0.3427329685
803	0.3426966466
804	0.3426548861
805	0.3425516974
806	0.3424735874
807	0.3423784746
808	0.3423147922
809	0.3422327463
810	0.3421950973
811	0.3421033566
812	0.3420455956
813	0.3419587526
814	0.3418526675
815	0.3417692134
816	0.3416796849
817	0.3416115584
818	0.3414770204
819	0.3414061038
820	0.3413125746
821	0.3412532123
822	0.3411455507
823	0.3410926829
824	0.3410075932
825	0.340946786
826	0.3408790585
827	0.3408213064
828	0.3407785637
829	0.3407015699
830	0.3406591471
831	0.3405576784
832	0.3404604248
833	0.3403331141
834	0.3402882071
835	0.3402432851
836	0.3401621034
837	0.3400639819
838	0.3399839993
839	0.3398913147
840	0.3397880314
841	0.3397092247
842	0.3396329004
843	0.3395463575
844	0.3395005082
845	0.3394582177
846	0.339421664
847	0.3393758769
848	0.3393067499
849	0.339230104
850	0.3391358237
851	0.3390569617
852	0.3390053028
853	0.3389629212
854	0.3388797155
855	0.3388004296
856	0.3387415861
857	0.3386918427
858	0.3386420989
859	0.3385760538
860	0.3385288797
861	0.3384662837
862	0.3384087739
863	0.3383080965
864	0.3382495828
865	0.33814829
866	0.3380940967
867	0.3380570244
868	0.3380130339
869	0.3379444043
870	0.3378682903
871	0.3377575083
872	0.3376695767
873	0.3376310263
874	0.3375792602
875	0.3375011621
876	0.3374307129
877	0.3373759873
878	0.3372766735
879	0.3372009692
880	0.3370709367
881	0.336995713
882	0.3369093657
883	0.3368205358
884	0.3367646837
885	0.3367120816
886	0.3366457797
887	0.3365470785
888	0.336477199
889	0.3363949322
890	0.3363326604
891	0.3362468045
892	0.3361814523
893	0.3361202864
894	0.3360352751
895	0.3359340999
896	0.3358411605
897	0.3357933269
898	0.3357156904
899	0.3356416491
900	0.3356019137
901	0.3355301513
902	0.3354562238
903	0.3354022112
904	0.3353070858
905	0.3352240391
906	0.3351777925
907	0.3350846523
908	0.3349704831
909	0.3348977569
910	0.334813433
911	0.3347652387
912	0.3346970391
913	0.3346266594
914	0.3345430018
915	0.3344580485
916	0.3343689346
917	0.3343134526
918	0.3342340862
919	0.3341788357
920	0.3341314905
921	0.3340438955
922	0.3339934141
923	0.3339277259
924	0.3338568919
925	0.3337837745
926	0.3337256611
927	0.3336618524
928	0.3335865775
929	0.3335415543
930	0.3334724556
931	0.333434666
932	0.3333443819
933	0.33331233
934	0.3332067292
935	0.3331552364
936	0.3330868671
937	0.3329972381
938	0.332928218
939	0.3328612392
940	0.3327868135
941	0.3327128651
942	0.3326445695
943	0.3325799857
944	0.3324779667
945	0.3324317241
946	0.3323653131
947	0.3322997458
948	0.3322440977
949	0.3321793681
950	0.3321412554
951	0.3320895316
952	0.332031513
953	0.3319906122
954	0.3319072265
955	0.3318149595
956	0.3317372344
957	0.3316747138
958	0.3315855071
959	0.3314889902
960	0.3314158345
961	0.3313347445
962	0.3312505955
963	0.3311759464
964	0.3311218372
965	0.3310585321
966	0.3309954733
967	0.3309490779
968	0.3308307146
969	0.3307446188
970	0.3306790803
971	0.3306413626
972	0.3305701305
973	0.3305187609
974	0.3304447225
975	0.3303825063
976	0.330340022
977	0.3302818085
978	0.3302110598
979	0.330121709
980	0.3300413245
981	0.3299941777
982	0.3299229867
983	0.3298940037
984	0.3297879009
985	0.3297541654
986	0.3297189628
987	0.3296504517
988	0.3295843178
989	0.3295495993
990	0.3294780953
991	0.3294071338
992	0.3293267058
993	0.3292356555
994	0.3291715033
995	0.3291060972
996	0.3290791965
997	0.3290115818
998	0.3289360909
999	0.3288750342
